date,min_temperature,max_temperature,precipitation,snowfall
2020-03-03,33,19,0.00,0.0
2020-03-04,46,17,0.00,0.0
2020-03-05,47,31,0.00,0.0
2020-03-06,42,22,0.00,0.0
2020-03-07,54,24,0.00,0.0
2020-03-08,53,24,0.00,0.0
2020-03-09,54,33,0.02,0
2020-03-10,46,30,0,0
2020-03-11,43,32,0,0
2020-03-12,51,32,0,0
2020-03-13,49,21,0.00,0.0
2020-03-14,31,18,0.16,1.0
2020-03-15,49,31,0.00,0.0
2020-03-16,54,25,0.00,0.0
2020-03-17,55,25,0.00,0.0
2020-03-18,57,23,0.00,0.0
2020-03-19,53,21,0.16,1.0
2020-03-20,31,11,0.41,9.0
2020-03-21,30,11,0,0
2020-03-22,43,22,0,0
2020-03-23,38,20,0.00,0.0
2020-03-24,43,20,0,0
2020-03-25,46,32,0,0
2020-03-26,48,22,0,0
2020-03-27,52,26,0.00,0.0
2020-03-28,30,11,0.14,3.0
2020-03-29,34,11,0,0
2020-03-30,43,20,0.00,0.0
2020-03-31,47,21,0,0
2020-04-01,52,30,0.00,0.0
2020-04-02,58,22,0,0
2020-04-03,24,6,0.11,1.7
2020-04-04,36,8,0,0
2020-04-05,50,25,0.00,0.0
2020-04-06,55,25,0.00,0.0
2020-04-07,59,32,0.00,0.0
2020-04-08,58,38,0.00,0.0
2020-04-09,58,22,0.00,0.0
2020-04-10,51,23,0.00,0.0
2020-04-11,62,38,0.00,0.0
2020-04-12,53,11,0.25,2.2
2020-04-13,19,1,0.08,1.0
2020-04-14,11,-5,0.07,1.0
2020-04-15,30,6,0.00,0.0
2020-04-16,37,15,0.67,11.5
2020-04-17,18,4,0.11,2.5
2020-04-18,41,9,0.00,0.0
2020-04-19,45,18,0,0
2020-04-20,46,18,0,0
2020-04-21,52,26,0.00,0.0
2020-04-22,56,27,0,0
2020-04-23,57,33,0,0
2020-04-24,54,33,0.13,0
2020-04-25,49,28,0,0
2020-04-26,54,36,0.00,0.0
2020-04-27,62,40,0,0
2020-04-28,66,43,0.00,0.0
2020-04-29,60,31,0.00,0.0
2020-04-30,70,34,0.00,0.0
2020-05-01,75,35,0.03,0.0
2020-05-02,72,36,0,0.0
2020-05-03,55,34,0.11,0.0
2020-05-04,65,36,0.19,0.0
2020-05-05,46,28,0.05,0.0
2020-05-06,60,23,0.00,0.0
2020-05-07,58,24,0.00,0.0
2020-05-08,55,28,0.00,0.0
2020-05-09,54,28,0.00,0.0
2020-05-10,58,21,0.00,0.0
2020-05-11,53,25,0.00,0.0
2020-05-12,61,27,0.26,0.0
2020-05-13,66,34,0.00,0.0
2020-05-14,64,39,0,0.0
2020-05-15,62,37,0.05,0.0
2020-05-16,53,37,0.39,0.0
2020-05-17,59,27,0.00,0.0
2020-05-18,72,29,0.00,0.0
2020-05-19,78,40,0.00,0.0
2020-05-20,77,40,0.00,0.0
2020-05-21,74,37,0.00,0.0
2020-05-22,64,33,0.00,0.0
2020-05-23,71,32,0.00,0.0
2020-05-24,67,34,0.24,0.0
2020-05-25,55,32,0,0.0
2020-05-26,55,32,0,0.0
2020-05-27,69,36,0.00,0.0
2020-05-28,71,40,0.08,0.0
2020-05-29,66,42,0,0.0
2020-05-30,82,46,0,0.0
2020-05-31,78,46,0.13,0.0
2020-06-01,77,50,0.02,0.0
2020-06-02,82,49,0,0.0
2020-06-03,82,46,0.00,0.0
2020-06-04,77,47,0.00,0.0
2020-06-05,78,42,0.00,0.0
2020-06-06,86,51,0.00,0.0
2020-06-07,70,33,0.14,0.0
2020-06-08,78,39,0.00,0.0
2020-06-09,62,33,0.69,0
2020-06-10,53,33,0,0
2020-06-11,65,33,0.00,0.0
2020-06-12,74,39,0.00,0.0
2020-06-13,79,42,0.00,0.0
2020-06-14,80,47,0,0.0
2020-06-15,77,34,0.00,0.0
2020-06-16,76,36,0.00,0.0
2020-06-17,80,37,0.00,0.0
2020-06-18,79,43,0,0.0
2020-06-19,62,36,0.05,0.0
2020-06-20,59,34,0,0.0
2020-06-21,73,45,0.00,0.0
2020-06-22,70,40,0.11,0.0
2020-06-23,69,40,0.00,0.0
2020-06-24,75,45,0,0.0
2020-06-25,81,47,0.05,0.0
2020-06-26,83,42,0,0.0
2020-06-27,72,47,0,0.0
2020-06-28,78,50,0,0.0
2020-06-29,75,43,0,0.0
2020-06-30,82,47,0.03,0.0
2020-07-01,65,33,0,0.0
2020-07-02,78,36,0.00,0.0
2020-07-03,83,44,0.00,0.0
2020-07-04,80,49,0.05,0.0
2020-07-05,80,48,0.44,0.0
2020-07-06,79,49,0.01,0.0
2020-07-07,83,50,0,0.0
2020-07-08,85,45,0.00,0.0
2020-07-09,82,46,0.00,0.0
2020-07-10,82,43,0.00,0.0
2020-07-11,87,47,0.00,0.0
2020-07-12,86,49,0.00,0.0
2020-07-13,85,53,0,0.0
2020-07-14,83,48,0.03,0.0
2020-07-15,82,42,0.10,0.0
2020-07-16,81,43,0,0.0
2020-07-17,86,51,0,0.0
2020-07-18,85,55,0.00,0.0
2020-07-19,87,48,0,0.0
2020-07-20,86,53,0,0.0
2020-07-21,85,48,0.00,0.0
2020-07-22,86,53,0.10,0.0
2020-07-23,86,53,0.11,0.0
2020-07-24,78,57,0,0.0
2020-07-25,69,52,0,0.0
2020-07-26,73,49,0,0.0
2020-07-27,66,49,0,0.0
2020-07-28,78,50,0.00,0.0
2020-07-29,73,45,0.19,0.0
2020-07-30,78,43,0.02,0.0
2020-07-31,78,46,0,0.0
2020-08-01,83,46,0.04,0.0
2020-08-02,80,47,0.12,0.0
2020-08-03,75,48,0.11,0.0
2020-08-04,81,49,0.03,0.0
2020-08-05,85,48,0.02,0.0
2020-08-06,82,50,0,0.0
2020-08-07,83,40,0.00,0.0
2020-08-08,86,40,0.00,0.0
2020-08-09,84,46,0.00,0.0
2020-08-10,85,50,0.00,0.0
2020-08-11,84,50,0.00,0.0
2020-08-12,84,48,0.00,0.0
2020-08-13,83,49,0,0.0
2020-08-14,0,0,0,0
2020-08-15,0,0,0,0
2020-08-16,0,0,0,0
2020-08-17,85,46,0.00,0.0
2020-08-18,0,0,0,0
2020-08-19,88,51,0.00,0.0
2020-08-20,85,50,0.05,0.0
2020-08-21,81,51,0.02,0.0
2020-08-22,85,51,0,0.0
2020-08-23,88,54,0.00,0.0
2020-08-24,85,55,0.00,0.0
2020-08-25,81,57,0.00,0.0
2020-08-26,85,54,0.00,0.0
2020-08-27,84,52,0.00,0.0
2020-08-28,84,50,0,0.0
2020-08-29,72,46,0.31,0.0
2020-08-30,72,43,0.30,0.0
2020-08-31,77,36,0.00,0.0
2020-09-01,74,43,0,0.0
2020-09-02,73,44,0.00,0.0
2020-09-03,0,0,0,0.0
2020-09-04,82,42,0.00,0.0
2020-09-05,80,48,0.00,0.0
2020-09-06,86,49,0.00,0.0
2020-09-07,86,46,0.00,0.0
2020-09-08,77,24,0.06,3.0
2020-09-09,24,21,0.17,2.0
2020-09-10,35,23,0,0
2020-09-11,43,31,0,0.0
2020-09-12,53,40,0.00,0.0
2020-09-13,71,41,0.00,0.0
2020-09-14,76,44,0.00,0.0
2020-09-15,77,43,0.00,0.0
2020-09-16,76,41,0.00,0.0
2020-09-17,69,41,0.00,0.0
2020-09-18,75,43,0.00,0.0
2020-09-19,77,48,0.00,0.0
2020-09-20,77,43,0.00,0.0
2020-09-21,72,43,0.00,0.0
2020-09-22,77,44,0.00,0.0
2020-09-23,75,49,0.00,0.0
2020-09-24,73,47,0.00,0.0
2020-09-25,78,43,0.00,0.0
2020-09-26,0,0,0.00,0.0
2020-09-27,0,0,0.00,0.0
2020-09-28,0,27,0.00,0.0
2020-09-29,0,0,0.00,0.0
2020-09-30,0,0,0.00,0.0
2020-10-01,0,0,0.00,0.0
2020-10-02,0,0,0.00,0.0
2020-10-03,0,0,0.00,0.0
2020-10-04,0,0,0.00,0.0
2020-10-05,0,0,0.00,0.0
2020-10-06,0,0,0.00,0.0
2020-10-07,77,47,0.00,0.0
2020-10-08,77,40,0.00,0.0
2020-10-09,73,44,0.00,0.0
2020-10-10,73,44,0.00,0.0
2020-10-11,73,45,0.00,0.0
2020-10-12,73,31,0.10,0
2020-10-13,57,44,0.00,0.0
2020-10-14,0,0,0.00,0.0
2020-10-15,62,32,0.00,0.0
2020-10-16,45,22,0.00,0.0
2020-10-17,59,41,0.00,0.0
2020-10-18,54,40,0.00,0.0
2020-10-19,59,30,0,0.0
2020-10-20,63,47,0.00,0.0
2020-10-21,61,31,0,0.0
2020-10-22,67,46,0.00,0.0
2020-10-23,57,18,0,0.0
2020-10-24,50,17,0.00,0.0
2020-10-25,56,5,0.36,5.0
2020-10-26,5,-4,0.49,10.0
2020-10-27,16,-3,0,0
2020-10-28,35,-3,0.00,0.0
2020-10-29,51,24,0.00,0.0
2020-10-30,53,30,0.00,0.0
2020-10-31,56,33,0.00,0.0
2020-11-01,51,32,0.00,0.0
2020-11-02,63,38,0.00,0.0
2020-11-03,67,35,0.00,0.0
2020-11-04,65,40,0.00,0.0
2020-11-05,63,39,0.00,0.0
2020-11-06,67,39,0.00,0.0
2020-11-07,63,31,0.00,0.0
2020-11-08,59,30,0.09,0
2020-11-09,39,23,0,0.0
2020-11-10,29,20,0.03,0
2020-11-11,29,21,0,0
2020-11-12,31,16,0.02,0.5
2020-11-13,32,14,0,0
2020-11-14,44,28,0.02,0.5
2020-11-15,30,16,0.04,1.0
2020-11-16,42,29,0,0
2020-11-17,51,30,0.00,0.0
2020-11-18,63,30,0.00,0.0
2020-11-19,60,44,0.00,0.0
2020-11-20,49,28,0,0
2020-11-21,38,20,0.00,0.0
2020-11-22,48,18,0.00,0.0
2020-11-23,43,14,0,0
2020-11-24,51,27,0.14,1.0
2020-11-25,32,25,0,0
2020-11-26,47,24,0.00,0.0
2020-11-27,40,15,0,0
2020-11-28,45,16,0.00,0.0
2020-11-29,52,16,0.00,0.0
2020-11-30,34,14,0.00,0.0
2020-12-01,47,21,0,0
2020-12-02,28,7,0,0
2020-12-03,24,8,0,0
2020-12-04,44,10,0.00,0.0
2020-12-05,48,20,0.00,0.0
2020-12-06,47,20,0.00,0.0
2020-12-07,54,21,0.00,0.0
2020-12-08,51,22,0.00,0.0
2020-12-09,59,27,0.00,0.0
2020-12-10,56,29,0.00,0.0
2020-12-11,32,18,0.03,0
2020-12-12,22,12,0.05,0.7
2020-12-13,21,2,0.06,1.7
2020-12-14,34,2,0.00,0.0
2020-12-15,35,11,0.07,1.5
2020-12-16,25,17,0,0
2020-12-17,28,16,0.00,0.0
2020-12-18,42,16,0.00,0.0
2020-12-19,33,18,0,0
2020-12-20,32,22,0,0
2020-12-21,39,31,0.00,0.0
2020-12-22,46,29,0.00,0.0
2020-12-23,47,10,0.08,1.0
2020-12-24,24,10,0.00,0.0
2020-12-25,39,20,0.00,0.0
2020-12-26,48,24,0.00,0.0
2020-12-27,49,24,0.01,0
2020-12-28,30,9,0,0
2020-12-29,26,11,0.11,1.7
2020-12-30,27,8,0,0
2020-12-31,33,14,0.00,0.0
2021-01-01,42,16,0.00,0.0
2021-01-02,33,18,0.00,0.0
2021-01-03,38,21,0,0
2021-01-04,38,26,0,0
2021-01-05,44,22,0.06,1.0
2021-01-06,35,16,0,0
2021-01-07,40,17,0.00,0.0
2021-01-08,43,19,0.00,0.0
2021-01-09,36,5,0.00,0.0
2021-01-10,26,4,0.03,1.5
2021-01-11,35,5,0.00,0.0
2021-01-12,40,9,0.00,0.0
2021-01-13,44,23,0.00,0.0
2021-01-14,46,15,0,0
2021-01-15,25,15,0.00,0.0
2021-01-16,40,24,0.01,0
2021-01-17,39,26,0.00,0.0
2021-01-18,38,24,0.04,0.5
2021-01-19,31,4,0,0
2021-01-20,32,4,0.00,0.0
2021-01-21,41,28,0.00,0.0
2021-01-22,37,27,0,0
2021-01-23,42,19,0.02,0.2
2021-01-24,40,7,0.01,0
2021-01-25,36,10,0,0
2021-01-26,29,7,0,0
2021-01-27,19,6,0,0
2021-01-28,38,14,0.00,0.0
2021-01-29,48,20,0.00,0.0
2021-01-30,47,25,0.00,0.0
2021-01-31,35,19,0,0
2021-02-01,48,20,0.00,0.0
2021-02-02,50,27,0.00,0.0
2021-02-03,49,31,0.00,0.0
2021-02-04,43,15,0.06,1.2
2021-02-05,24,15,0,0
2021-02-06,23,15,0.06,0
2021-02-07,26,19,0.12,0
2021-02-08,33,22,0.00,0.0
2021-02-09,36,28,0.00,0.0
2021-02-10,39,29,0,0
2021-02-11,36,29,0,0
2021-02-12,36,-3,0.02,0
2021-02-13,8,-5,0.12,2.5
2021-02-14,8,-18,0.10,1.5
2021-02-15,13,-20,0.00,0.0
2021-02-16,25,9,0.00,0.0
2021-02-17,33,9,0,0
2021-02-18,24,4,0.05,1.0
2021-02-19,22,5,0,0
2021-02-20,33,18,0,0
2021-02-21,34,14,0.03,0
2021-02-22,27,14,0,0
2021-02-23,40,24,0.00,0.0
2021-02-24,43,11,0.00,0.0
2021-02-25,33,3,0.10,2.0
2021-02-26,32,5,0.00,0.0
2021-02-27,26,17,0.16,1.5
2021-02-28,23,-0,0,0
2021-03-01,26,2,0.00,0.0
2021-03-02,48,14,0.00,0.0
2021-03-03,46,20,0.00,0.0
2021-03-04,54,22,0.00,0.0
2021-03-05,39,17,0.05,0
2021-03-06,52,21,0.00,0.0
2021-03-07,55,32,0.00,0.0
2021-03-08,55,23,0.00,0.0
2021-03-09,56,29,0.00,0.0
2021-03-10,54,25,0.08,1.0
2021-03-11,36,13,0,0
2021-03-12,33,17,0.05,0
2021-03-13,30,22,0.00,0.0
2021-03-14,34,23,1.60,20.0
2021-03-15,30,10,0.51,10.0
2021-03-16,35,17,0,0
2021-03-17,37,20,0,0
2021-03-18,38,14,0,0
2021-03-19,46,15,0.00,0.0
2021-03-20,53,25,0.00,0.0
2021-03-21,54,29,0.10,1.0
2021-03-22,37,13,0.09,1.3
2021-03-23,35,17,0,0
2021-03-24,33,7,0.10,1.7
2021-03-25,33,4,0,0
2021-03-26,37,22,0.01,0
2021-03-27,39,22,0.02,0.8
2021-03-28,38,26,0,0
2021-03-29,49,37,0.00,0.0
2021-03-30,54,16,0.01,0
2021-03-31,31,15,0,0
2021-04-01,45,20,0.00,0.0
2021-04-02,59,27,0.00,0.0
2021-04-03,63,27,0.00,0.0
2021-04-04,66,29,0.00,0.0
2021-04-05,66,26,0.00,0.0
2021-04-06,68,31,0.00,0.0
2021-04-07,53,30,0.01,0
2021-04-08,49,32,0.00,0.0
2021-04-09,52,25,0,0
2021-04-10,43,23,0.01,0
2021-04-11,56,32,0.00,0.0
2021-04-12,54,19,0.00,0.0
2021-04-13,32,16,0,0
2021-04-14,25,15,0.11,2.0
2021-04-15,26,15,0.06,1.0
2021-04-16,28,15,0.20,4.0
2021-04-17,27,15,0.02,0
2021-04-18,37,17,0,0
2021-04-19,48,20,0,0
2021-04-20,42,-0,0.35,6.0
2021-04-21,30,2,0.00,0.0
2021-04-22,25,14,0.10,1.0
2021-04-23,45,24,0,0
2021-04-24,47,22,0,0
2021-04-25,56,26,0.00,0.0
2021-04-26,65,40,0.00,0.0
2021-04-27,65,35,0.00,0.0
2021-04-28,47,31,1.25,7.0
2021-04-29,51,30,0.00,0.0
2021-04-30,62,30,0.00,0.0
2021-05-01,73,37,0.00,0.0
2021-05-02,71,37,0,0.0
2021-05-03,61,31,0.45,2.5
2021-05-04,35,24,0.17,1.0
2021-05-05,48,26,0.05,0
2021-05-06,51,27,0.02,0
2021-05-07,69,33,0.00,0.0
2021-05-08,73,32,0.00,0.0
2021-05-09,59,27,0,0.0
2021-05-10,48,30,0.05,1.0
2021-05-11,34,26,0.16,3.0
2021-05-12,33,24,0.11,1.0
2021-05-13,55,25,0,0
2021-05-14,62,35,0.00,0.0
2021-05-15,67,34,0.12,0.0
2021-05-16,54,35,0,0.0
2021-05-17,59,40,0,0.0
2021-05-18,58,36,0.04,0.0
2021-05-19,61,38,0.00,0.0
2021-05-20,64,40,0.06,0.0
2021-05-21,70,40,0,0.0
2021-05-22,65,40,0,0.0
2021-05-23,63,42,0.22,0.0
2021-05-24,60,27,0,0.0
2021-05-25,62,28,0.00,0.0
2021-05-26,65,39,0.00,0.0
2021-05-27,71,35,0.00,0.0
2021-05-28,67,37,0.00,0.0
2021-05-29,74,43,0.00,0.0
2021-05-30,71,42,0.12,0.0
2021-05-31,46,36,0.34,0.0
2021-06-01,55,37,0.00,0.0
2021-06-02,66,41,0.08,0.0
2021-06-03,68,44,0.00,0.0
2021-06-04,76,46,0.00,0.0
2021-06-05,81,48,0.00,0.0
2021-06-06,84,52,0.06,0.0
2021-06-07,82,47,0,0.0
2021-06-08,81,50,0.01,0.0
2021-06-09,80,42,0,0.0
2021-06-10,80,50,0.00,0.0
2021-06-11,86,40,0.00,0.0
2021-06-12,69,41,0.00,0.0
2021-06-13,79,49,0.00,0.0
2021-06-14,83,53,0.00,0.0
2021-06-15,90,54,0.00,0.0
2021-06-16,91,56,0.00,0.0
2021-06-17,92,56,0.00,0.0
2021-06-18,89,53,0.00,0.0
2021-06-19,85,50,0,0.0
2021-06-20,80,64,0,0.0
2021-06-21,80,43,0.02,0.0
2021-06-22,68,45,0.00,0.0
2021-06-23,85,53,0.00,0.0
2021-06-24,83,56,0.00,0.0
2021-06-25,76,47,0.16,0.0
2021-06-26,71,47,0.17,0.0
2021-06-27,62,48,0.08,0.0
2021-06-28,61,42,0.11,0.0
2021-06-29,62,41,0,0.0
2021-06-30,67,42,0.00,0.0
2021-07-01,70,48,0.19,0.0
2021-07-02,70,45,0.01,0.0
2021-07-03,72,51,0,0.0
2021-07-04,82,54,0,0.0
2021-07-05,77,50,0.03,0.0
2021-07-06,78,49,0.20,0.0
2021-07-07,74,50,0,0.0
2021-07-08,83,52,0,0.0
2021-07-09,89,58,0,0.0
2021-07-10,91,55,0,0.0
2021-07-11,82,51,0.00,0.0
2021-07-12,81,53,0.00,0.0
2021-07-13,82,54,0,0.0
2021-07-14,76,53,0,0.0
2021-07-15,79,50,0.13,0.0
2021-07-16,78,52,0.10,0.0
2021-07-17,81,51,0.08,0.0
2021-07-18,80,51,0,0.0
2021-07-19,84,53,0.00,0.0
2021-07-20,84,54,0.00,0.0
2021-07-21,87,53,0.64,0.0
2021-07-22,0,0,0.14,0.0
2021-07-23,83,57,0.01,0.0
2021-07-24,78,52,0.18,0.0
2021-07-25,73,52,0,0.0
2021-07-26,81,54,0,0.0
2021-07-27,82,53,0.00,0.0
2021-07-28,83,53,0.00,0.0
2021-07-29,87,57,0.00,0.0
2021-07-30,72,60,0,0.0
2021-07-31,80,55,0.20,0.0
2021-08-01,64,44,0.65,0.0
2021-08-02,70,47,0.01,0.0
2021-08-03,77,52,0.23,0.0
2021-08-04,65,49,0.76,0.0
2021-08-05,73,50,0,0.0
2021-08-06,82,52,0.00,0.0
2021-08-07,82,47,0.11,0.0
2021-08-08,69,47,0.00,0.0
2021-08-09,80,49,0.00,0.0
2021-08-10,83,46,0.00,0.0
2021-08-11,80,50,0.00,0.0
2021-08-12,84,50,0.00,0.0
2021-08-13,75,49,0.00,0.0
2021-08-14,76,51,0,0.0
2021-08-15,82,54,0.08,0.0
2021-08-16,79,49,0,0.0
2021-08-17,80,50,0,0.0
2021-08-18,85,54,0,0.0
2021-08-19,82,54,0.04,0.0
2021-08-20,72,42,0.08,0.0
2021-08-21,59,38,0,0.0
2021-08-22,75,38,0.03,0.0
2021-08-23,78,41,0.00,0.0
2021-08-24,79,42,0,0.0
2021-08-25,81,45,0.00,0.0
2021-08-26,83,50,0.00,0.0
2021-08-27,75,46,0.14,0.0
2021-08-28,81,41,0.00,0.0
2021-08-29,82,44,0.00,0.0
2021-08-30,71,45,0.00,0.0
2021-08-31,83,48,0.00,0.0
2021-09-01,84,52,0.00,0.0
2021-09-02,75,53,0.17,0.0
2021-09-03,71,46,0.01,0.0
2021-09-04,71,44,0.03,0.0
2021-09-05,75,43,0.00,0.0
2021-09-06,79,46,0.00,0.0
2021-09-07,81,50,0.00,0.0
2021-09-08,79,47,0.00,0.0
2021-09-09,78,48,0.00,0.0
2021-09-10,86,52,0.00,0.0
2021-09-11,87,54,0.00,0.0
2021-09-12,81,49,0,0.0
2021-09-13,76,42,0.18,0.0
2021-09-14,73,48,0,0.0
2021-09-15,74,40,0.00,0.0
2021-09-16,80,39,0.00,0.0
2021-09-17,80,38,0.00,0.0
2021-09-18,67,38,0.00,0.0
2021-09-19,81,38,0.00,0.0
2021-09-20,71,37,0,0.0
2021-09-21,53,30,0.00,0.0
2021-09-22,63,32,0.00,0.0
2021-09-23,74,40,0.00,0.0
2021-09-24,73,42,0.00,0.0
2021-09-25,73,43,0.00,0.0
2021-09-26,77,49,0.00,0.0
2021-09-27,80,46,0.00,0.0
2021-09-28,78,44,0.00,0.0
2021-09-29,67,44,0.22,0.0
2021-09-30,58,39,0.12,0.0
2021-10-01,45,34,0,0.0
2021-10-02,60,34,0.00,0.0
2021-10-03,64,37,0.00,0.0
2021-10-04,68,37,0.00,0.0
2021-10-05,71,40,0.00,0.0
2021-10-06,71,38,0.00,0.0
2021-10-07,72,45,0.00,0.0
2021-10-08,68,44,0.00,0.0
2021-10-09,63,40,0.15,0.0
2021-10-10,62,38,0.08,0.0
2021-10-11,56,30,0.00,0.0
2021-10-12,56,33,0,0.0
2021-10-13,56,25,0.15,0
2021-10-14,56,25,0,0.0
2021-10-15,39,24,0.01,0
2021-10-16,43,25,0,0
2021-10-17,62,31,0.00,0.0
2021-10-18,69,36,0.00,0.0
2021-10-19,64,33,0.00,0.0
2021-10-20,46,33,0,0
2021-10-21,56,34,0.00,0.0
2021-10-22,57,32,0.00,0.0
2021-10-23,65,40,0.00,0.0
2021-10-24,65,33,0,0.0
2021-10-25,60,39,0.00,0.0
2021-10-26,72,29,0.00,0.0
2021-10-27,51,29,0.04,0
2021-10-28,38,30,0,0
2021-10-29,53,35,0.00,0.0
2021-10-30,64,36,0.00,0.0
2021-10-31,60,31,0.00,0.0
2021-11-01,35,28,0.22,1.0
2021-11-02,38,28,0.13,1.0
2021-11-03,42,30,0.03,0.0
2021-11-04,51,33,0.00,0.0
2021-11-05,60,36,0.00,0.0
2021-11-06,59,29,0.00,0.0
2021-11-07,65,31,0.00,0.0
2021-11-08,62,25,0.00,0.0
2021-11-09,62,24,0.00,0.0
2021-11-10,58,36,0,0.0
2021-11-11,40,27,0.00,0.0
2021-11-12,38,28,0.02,0.5
2021-11-13,45,35,0,0.0
2021-11-14,51,40,0,0.0
2021-11-15,54,40,0.00,0.0
2021-11-16,60,46,0.00,0.0
2021-11-17,56,24,0.06,0.5
2021-11-18,33,18,0.00,0.0
2021-11-19,49,22,0.00,0.0
2021-11-20,49,32,0,0.0
2021-11-21,41,23,0.02,0
2021-11-22,47,23,0.00,0.0
2021-11-23,57,23,0.00,0.0
2021-11-24,53,24,0,0
2021-11-25,33,18,0,0
2021-11-26,45,21,0.00,0.0
2021-11-27,54,32,0.00,0.0
2021-11-28,50,23,0.00,0.0
