date,max_temperature,min_temperature,precipitation,snowfall
2020-06-02,75,40,0.00,0.0
2020-06-03,76,35,0.00,0.0
2020-06-04,71,38,0.00,0.0
2020-06-05,73,35,0.00,0.0
2020-06-06,80,48,0.01,0.0
2020-06-07,65,34,0.02,0.0
2020-06-08,69,35,0.00,0.0
2020-06-09,62,30,0.59,2.0
2020-06-10,52,35,0.00,0.0
2020-06-11,60,30,0.00,0.0
2020-06-12,68,32,0.00,0.0
2020-06-13,79,39,0.00,0.0
2020-06-14,73,46,0.00,0.0
2020-06-15,70,30,0.00,0.0
2020-06-16,73,35,0.00,0.0
2020-06-17,74,37,0.00,0.0
2020-06-18,69,32,0.00,0.0
2020-06-19,67,39,0.00,0.0
2020-06-20,64,27,0.00,0.0
2020-06-21,66,37,0.00,0.0
2020-06-22,65,34,0.02,0.0
2020-06-23,69,35,0.00,0.0
2020-06-24,72,36,0.00,0.0
2020-06-25,76,36,0.18,0.0
2020-06-26,77,37,0.00,0.0
2020-06-27,76,36,0.01,0.0
2020-06-28,72,39,0.00,0.0
2020-06-29,72,42,0.01,0.0
2020-06-30,74,37,0.00,0.0
2020-07-01,58,27,0.00,0.0
2020-07-02,70,32,0.00,0.0
2020-07-03,76,33,0.00,0.0
2020-07-04,79,42,0.00,0.0
2020-07-05,78,37,0,0.0
2020-07-06,79,33,0.00,0.0
2020-07-07,80,35,0.00,0.0
2020-07-08,80,31,0.00,0.0
2020-07-09,77,29,0.00,0.0
2020-07-10,79,29,0.00,0.0
2020-07-11,80,31,0.00,0.0
2020-07-12,82,37,0.00,0.0
2020-07-13,78,43,0,0.0
2020-07-14,78,44,0.05,0.0
2020-07-15,79,36,0.00,0.0
2020-07-16,78,36,0.00,0.0
2020-07-17,82,42,0.00,0.0
2020-07-18,79,39,0.00,0.0
2020-07-19,81,39,0,0.0
2020-07-20,80,35,0.00,0.0
2020-07-21,78,33,0.00,0.0
2020-07-22,80,33,0.00,0.0
2020-07-23,79,42,0.03,0.0
2020-07-24,73,46,0.08,0.0
2020-07-25,70,46,0.00,0.0
2020-07-26,67,38,0.04,0.0
2020-07-27,78,35,0.00,0.0
2020-07-28,82,42,0.00,0.0
2020-07-29,72,43,0.34,0.0
2020-07-30,74,34,0.00,0.0
2020-07-31,73,33,0.00,0.0
2020-08-01,79,31,0.00,0.0
2020-08-02,80,34,0.02,0.0
2020-08-03,81,37,0.00,0.0
2020-08-04,80,44,0.00,0.0
2020-08-05,80,40,0.00,0.0
2020-08-06,79,41,0,0.0
2020-08-07,79,28,0.00,0.0
2020-08-08,80,27,0.00,0.0
2020-08-09,80,30,0.00,0.0
2020-08-10,80,31,0.00,0.0
2020-08-11,81,32,0.00,0.0
2020-08-12,81,32,0.00,0.0
2020-08-13,78,30,0.00,0.0
2020-08-14,81,26,0.00,0.0
2020-08-15,81,29,0.00,0.0
2020-08-16,80,29,0.00,0.0
2020-08-17,85,36,0.00,0.0
2020-08-18,85,34,0.00,0.0
2020-08-19,86,39,0.00,0.0
2020-08-20,80,33,0.02,0.0
2020-08-21,79,33,0.01,0.0
2020-08-22,82,32,0.00,0.0
2020-08-23,82,33,0.00,0.0
2020-08-24,84,39,0.00,0.0
2020-08-25,83,40,0.12,0.0
2020-08-26,82,39,0.06,0.0
2020-08-27,80,37,0.02,0.0
2020-08-28,81,42,0.01,0.0
2020-08-29,78,39,0.03,0.0
2020-08-30,70,40,0.41,0.0
2020-08-31,75,28,0,0.0
2020-09-01,73,32,0.00,0.0
2020-09-02,68,26,0.00,0.0
2020-09-03,75,26,0.00,0.0
2020-09-04,79,26,0.00,0.0
2020-09-05,82,29,0.00,0.0
2020-09-06,85,33,0.00,0.0
2020-09-07,82,29,0.00,0.0
2020-09-08,76,21,0.09,1.5
2020-09-09,30,18,0.00,0.0
2020-09-10,45,18,0,0
2020-09-11,53,31,0.65,0.0
2020-09-12,55,27,0.00,0.0
2020-09-13,68,22,0.00,0.0
2020-09-14,73,23,0.00,0.0
2020-09-15,72,24,0.00,0.0
2020-09-16,72,21,0.00,0.0
2020-09-17,72,23,0.00,0.0
2020-09-18,74,25,0.00,0.0
2020-09-19,73,32,0.00,0.0
2020-09-20,73,30,0.02,0.0
2020-09-21,68,26,0.00,0.0
2020-09-22,73,25,0.00,0.0
2020-09-23,70,33,0,0.0
2020-09-24,71,25,0.00,0.0
2020-09-25,74,25,0.00,0.0
2020-09-26,74,45,0.00,0.0
2020-09-27,68,38,0.00,0.0
2020-09-28,49,10,0.00,0.0
2020-09-29,53,14,0.00,0.0
2020-09-30,68,15,0.00,0.0
2020-10-01,68,17,0.00,0.0
2020-10-02,63,20,0.00,0.0
2020-10-03,64,18,0.00,0.0
2020-10-04,60,15,0.00,0.0
2020-10-05,68,27,0.00,0.0
2020-10-06,67,14,0.00,0.0
2020-10-07,70,13,0.00,0.0
2020-10-08,74,14,0.00,0.0
2020-10-09,67,26,0.00,0.0
2020-10-10,69,19,0.00,0.0
2020-10-11,69,35,0.00,0.0
2020-10-12,48,21,0.03,0.8
2020-10-13,54,34,0.00,0.0
2020-10-14,64,43,0.00,0.0
2020-10-15,56,13,0.00,0.0
2020-10-16,42,12,0.00,0.0
2020-10-17,55,33,0.00,0.0
2020-10-18,56,42,0.00,0.0
2020-10-19,58,42,0.00,0.0
2020-10-20,53,37,0.00,0.0
2020-10-21,56,35,0.00,0.0
2020-10-22,63,35,0.00,0.0
2020-10-23,59,3,0.00,0.0
2020-10-24,44,10,0.00,0.0
2020-10-25,51,5,0.26,3.3
2020-10-26,9,-4,0.46,6.7
2020-10-27,12,-28,0.00,0.0
2020-10-28,13,-19,0.00,0.0
2020-10-29,25,-2,0.00,0.0
2020-10-30,41,-0,0.00,0.0
2020-10-31,48,10,0.00,0.0
2020-11-01,47,16,0.00,0.0
2020-11-02,53,12,0.00,0.0
2020-11-03,58,17,0.00,0.0
2020-11-04,59,23,0.00,0.0
2020-11-05,57,16,0.00,0.0
2020-11-06,59,20,0.00,0.0
2020-11-07,54,26,0.00,0.0
2020-11-08,55,21,0.12,0.2
2020-11-09,34,15,0.01,0
2020-11-10,31,9,0.02,0.3
2020-11-11,22,13,0.00,0.0
2020-11-12,31,11,0.08,1.6
2020-11-13,26,4,0.00,0.0
2020-11-14,38,18,0.13,3.3
2020-11-15,25,9,0,0
2020-11-16,39,25,0.03,0.3
2020-11-17,45,22,0.00,0.0
2020-11-18,54,27,0.00,0.0
2020-11-19,56,37,0.00,0.0
2020-11-20,43,16,0.00,0.0
2020-11-21,39,10,0.00,0.0
2020-11-22,42,-2,0.00,0.0
2020-11-23,44,14,0.04,0.5
2020-11-24,42,22,0.04,0.5
2020-11-25,30,6,0,0
2020-11-26,35,10,0.00,0.0
2020-11-27,26,-6,0,0
2020-11-28,33,-2,0.00,0.0
2020-11-29,38,-1,0.00,0.0
2020-11-30,33,-6,0.00,0.0
2020-12-01,36,13,0.00,0.0
2020-12-02,24,-11,0.02,0.4
2020-12-03,18,-13,0.00,0.0
2020-12-04,28,-6,0.00,0.0
2020-12-05,37,-5,0.00,0.0
2020-12-06,41,-5,0.00,0.0
2020-12-07,45,-6,0.00,0.0
2020-12-08,41,-9,0.00,0.0
2020-12-09,48,-5,0.00,0.0
2020-12-10,49,8,0.00,0.0
2020-12-11,35,13,0.02,0.4
2020-12-12,28,7,0.00,0.0
2020-12-13,20,-21,0.01,0.2
2020-12-14,19,-6,0.00,0.0
2020-12-15,26,6,0.07,1.3
2020-12-16,23,8,0.01,0.6
2020-12-17,36,5,0.00,0.0
2020-12-18,31,17,0.01,0.2
2020-12-19,29,5,0.00,0.0
2020-12-20,27,15,0.00,0.0
2020-12-21,35,24,0.00,0.0
2020-12-22,40,18,0.00,0.0
2020-12-23,41,5,0.02,0.6
2020-12-24,12,-7,0.00,0.0
2020-12-25,23,-10,0.00,0.0
2020-12-26,36,3,0.00,0.0
2020-12-27,40,10,0.01,0.3
2020-12-28,27,-7,0.00,0.0
2020-12-29,17,5,0.04,4.0
2020-12-30,18,-30,0.00,0.0
2020-12-31,18,-17,0.00,0.0
2021-01-01,22,-0,0.00,0.0
2021-01-02,23,-18,0.00,0.0
2021-01-03,24,-11,0.00,0.0
2021-01-04,26,11,0.01,0.6
2021-01-05,31,18,0,0
2021-01-06,28,-12,0,0
2021-01-07,21,-7,0.00,0.0
2021-01-08,25,2,0.00,0.0
2021-01-09,28,-9,0.00,0.0
2021-01-10,21,-7,0.00,0.0
2021-01-11,12,-21,0.00,0.0
2021-01-12,14,-17,0.00,0.0
2021-01-13,28,-7,0.00,0.0
2021-01-14,36,8,0.00,0.0
2021-01-15,22,-4,0.00,0.0
2021-01-16,31,11,0.02,0.6
2021-01-17,29,13,0.00,0.0
2021-01-18,31,12,0,0.2
2021-01-19,22,-10,0.00,0.0
2021-01-20,25,-3,0.00,0.0
2021-01-21,31,19,0.00,0.0
2021-01-22,34,23,0,0
2021-01-23,34,17,0.08,1.4
2021-01-24,31,2,0,0
2021-01-25,29,5,0.10,2.5
2021-01-26,27,-3,0,0
2021-01-27,13,-2,0,0
2021-01-28,29,13,0.00,0.0
2021-01-29,41,13,0.00,0.0
2021-01-30,40,15,0.03,0.8
2021-01-31,31,-0,0.00,0.0
2021-02-01,35,2,0.00,0.0
2021-02-02,37,16,0.00,0.0
2021-02-03,42,26,0.00,0.0
2021-02-04,40,6,0,0.1
2021-02-05,21,12,0,0
2021-02-06,23,12,0.01,0.4
2021-02-07,23,17,0.14,2.4
2021-02-08,30,17,0.00,0.0
2021-02-09,32,13,0.00,0.0
2021-02-10,31,24,0,0.2
2021-02-11,35,20,0,0
2021-02-12,31,23,0,0
2021-02-13,35,20,0.03,1.2
2021-02-14,29,-13,0.03,1.8
2021-02-15,7,-14,0,0
2021-02-16,18,-3,0,0
2021-02-17,28,-3,0,0
2021-02-18,22,-14,0,0
2021-02-19,18,-3,0.00,0.0
2021-02-20,27,-2,0.00,0.0
2021-02-21,29,4,0.00,0.0
2021-02-22,22,14,0,0
2021-02-23,33,20,0.00,0.0
2021-02-24,35,-3,0.00,0.0
2021-02-25,29,2,0.06,1.8
2021-02-26,24,7,0.00,0.0
2021-02-27,24,10,0.04,1.2
2021-02-28,18,-21,0,0
2021-03-01,18,-9,0.00,0.0
2021-03-02,38,-0,0.00,0.0
2021-03-03,38,-0,0.00,0.0
2021-03-04,47,6,0,0
2021-03-05,30,10,0,0
2021-03-06,34,3,0.00,0.0
2021-03-07,46,25,0.00,0.0
2021-03-08,49,19,0.00,0.0
2021-03-09,47,23,0.00,0.0
2021-03-10,47,21,0.23,2.4
2021-03-11,30,2,0,0
2021-03-12,33,14,0,0
2021-03-13,40,9,0.00,0.0
2021-03-14,42,20,0.23,2.6
2021-03-15,24,2,0.18,2.0
2021-03-16,32,18,0.05,1.0
2021-03-17,33,18,0.01,0.3
2021-03-18,33,8,0.00,0.0
2021-03-19,41,19,0.00,0.0
2021-03-20,50,23,0.00,0.0
2021-03-21,54,18,0.01,0.3
2021-03-22,32,15,0,0
2021-03-23,37,18,0,0
2021-03-24,33,8,0.00,0.0
2021-03-25,36,12,0.00,0.0
2021-03-26,37,14,0,0
2021-03-27,33,13,0.04,1.2
2021-03-28,36,22,0.00,0.0
2021-03-29,47,28,0.00,0.0
2021-03-30,52,6,0.00,0.0
2021-03-31,28,5,0.00,0.0
2021-04-01,38,15,0.00,0.0
2021-04-02,54,18,0.00,0.0
2021-04-03,58,12,0.00,0.0
2021-04-04,62,14,0.00,0.0
2021-04-05,65,15,0.00,0.0
2021-04-06,63,28,0.00,0.0
2021-04-07,44,15,0.00,0.0
2021-04-08,45,21,0.00,0.0
2021-04-09,53,20,0,0.0
2021-04-10,39,17,0.01,0.3
2021-04-11,52,20,0.00,0.0
2021-04-12,50,4,0.00,0.0
2021-04-13,42,15,0.00,0.0
2021-04-14,40,17,0.12,2.4
2021-04-15,47,21,0.03,2.6
2021-04-16,33,15,0.11,1.5
2021-04-17,30,13,0.00,0.0
2021-04-18,34,10,0.00,0.0
2021-04-19,44,24,0.00,0.0
2021-04-20,47,-8,0.08,0.7
2021-04-21,30,6,0.00,0.0
2021-04-22,32,17,0.09,0.3
2021-04-23,44,15,0.00,0.0
2021-04-24,46,16,0.00,0.0
2021-04-25,55,35,0.00,0.0
2021-04-26,64,31,0.00,0.0
2021-04-27,57,20,0.00,0.0
2021-04-28,49,29,0.07,0.9
2021-04-29,50,16,0.00,0.0
2021-04-30,62,18,0.00,0.0
2021-05-01,70,25,0.00,0.0
2021-05-02,71,32,0,0.0
2021-05-03,55,30,0.17,0
2021-05-04,39,20,0,0
2021-05-05,45,23,0.01,0.1
2021-05-06,50,18,0,0
2021-05-07,65,21,0.00,0.0
2021-05-08,70,28,0.00,0.0
2021-05-09,55,18,0.00,0.0
2021-05-10,48,21,0.04,0.6
2021-05-11,43,27,0.08,0.7
2021-05-12,42,16,0.15,1.2
2021-05-13,51,20,0.00,0.0
2021-05-14,62,25,0.00,0.0
2021-05-15,64,23,0.00,0.0
2021-05-16,65,24,0.00,0.0
2021-05-17,64,26,0,0.0
2021-05-18,61,27,0.14,0.0
2021-05-19,65,28,0.00,0.0
2021-05-20,68,32,0.04,0.0
2021-05-21,68,31,0.00,0.0
2021-05-22,68,27,0.00,0.0
2021-05-23,69,27,0.07,0.0
2021-05-24,55,20,0.00,0.0
2021-05-25,55,32,0.00,0.0
2021-05-26,62,30,0.00,0.0
2021-05-27,66,27,0.00,0.0
2021-05-28,63,24,0.00,0.0
2021-05-29,70,27,0.00,0.0
2021-05-30,70,27,0.02,0.0
2021-05-31,58,27,0.01,0.0
2021-06-01,64,27,0,0.0
2021-06-02,67,28,0.00,0.0
2021-06-03,71,29,0.00,0.0
2021-06-04,76,29,0.00,0.0
2021-06-05,81,38,0.00,0.0
2021-06-06,79,43,0.04,0.0
2021-06-07,76,35,0.00,0.0
2021-06-08,79,34,0.00,0.0
2021-06-09,78,29,0.00,0.0
2021-06-10,79,36,0.00,0.0
2021-06-11,79,24,0.00,0.0
2021-06-12,72,26,0.00,0.0
2021-06-13,79,30,0.00,0.0
2021-06-14,86,35,0.00,0.0
2021-06-15,85,32,0.00,0.0
2021-06-16,85,39,0.00,0.0
2021-06-17,86,38,0.00,0.0
2021-06-18,83,39,0.00,0.0
2021-06-19,82,46,0,0.0
2021-06-20,76,39,0.00,0.0
2021-06-21,79,32,0.00,0.0
2021-06-22,72,32,0.00,0.0
2021-06-23,80,37,0.00,0.0
2021-06-24,78,46,0.00,0.0
2021-06-25,75,42,0.28,0.0
2021-06-26,64,43,0.22,0.0
2021-06-27,61,41,0.09,0.0
2021-06-28,60,34,0.07,0.0
2021-06-29,65,30,0.00,0.0
2021-06-30,75,38,0.00,0.0
2021-07-01,72,44,0,0.0
2021-07-02,71,39,0.22,0.0
2021-07-03,75,41,0.30,0.0
2021-07-04,78,41,0.00,0.0
2021-07-05,82,43,0,0.0
2021-07-06,75,42,0.05,0.0
2021-07-07,75,37,0.00,0.0
2021-07-08,83,43,0.00,0.0
2021-07-09,84,42,0.00,0.0
2021-07-10,86,37,0.00,0.0
2021-07-11,75,32,0.00,0.0
2021-07-12,79,34,0.00,0.0
2021-07-13,84,48,0,0.0
2021-07-14,76,42,0,0.0
2021-07-15,71,37,0.01,0.0
2021-07-16,76,34,0,0.0
2021-07-17,78,36,0,0.0
2021-07-18,79,37,0.02,0.0
2021-07-19,84,37,0.00,0.0
2021-07-20,87,39,0.00,0.0
2021-07-21,84,48,0.02,0.0
2021-07-22,81,43,0.00,0.0
2021-07-23,81,45,0.17,0.0
2021-07-24,75,40,0.00,0.0
2021-07-25,79,40,0.00,0.0
2021-07-26,80,38,0.00,0.0
2021-07-27,85,37,0.00,0.0
2021-07-28,87,41,0.00,0.0
2021-07-29,84,44,0.00,0.0
2021-07-30,88,44,0.36,0.0
2021-07-31,80,50,0.19,0.0
2021-08-01,68,39,0.00,0.0
2021-08-02,74,42,0.00,0.0
2021-08-03,74,50,0.15,0.0
2021-08-04,63,39,0.11,0.0
2021-08-05,70,35,0.00,0.0
2021-08-06,78,37,0.00,0.0
2021-08-07,79,35,0.06,0.0
2021-08-08,67,34,0.00,0.0
2021-08-09,77,36,0.00,0.0
2021-08-10,80,34,0.00,0.0
2021-08-11,77,31,0.00,0.0
2021-08-12,79,30,0.00,0.0
2021-08-13,83,38,0.00,0.0
2021-08-14,83,36,0,0.0
2021-08-15,84,38,0.01,0.0
2021-08-16,79,32,0.03,0.0
2021-08-17,81,36,0.00,0.0
2021-08-18,79,42,0.01,0.0
2021-08-19,76,47,0.20,0.0
2021-08-20,65,33,0.12,0.0
2021-08-21,58,27,0.12,0.0
2021-08-22,68,35,0.02,0.0
2021-08-23,73,29,0.00,0.0
2021-08-24,76,29,0.00,0.0
2021-08-25,77,27,0.00,0.0
2021-08-26,79,32,0,0.0
2021-08-27,73,33,0.43,0.0
2021-08-28,77,30,0.00,0.0
2021-08-29,77,28,0.00,0.0
2021-08-30,77,28,0.00,0.0
2021-08-31,78,30,0.00,0.0
2021-09-01,80,39,0.00,0.0
2021-09-02,66,47,0.28,0.0
2021-09-03,69,34,0,0.0
2021-09-04,73,29,0,0.0
2021-09-05,70,22,0.00,0.0
2021-09-06,74,26,0.00,0.0
2021-09-07,77,26,0.00,0.0
2021-09-08,81,26,0.00,0.0
2021-09-09,80,23,0.00,0.0
2021-09-10,83,28,0.00,0.0
2021-09-11,83,32,0.00,0.0
2021-09-12,78,35,0,0.0
2021-09-13,74,39,0.04,0.0
2021-09-14,66,32,0.04,0.0
2021-09-15,72,25,0.00,0.0
2021-09-16,75,25,0.00,0.0
2021-09-17,75,26,0.00,0.0
2021-09-18,74,20,0.00,0.0
2021-09-19,77,37,0.01,0.0
2021-09-20,68,28,0.49,2.2
2021-09-21,47,18,0.00,0.0
2021-09-22,57,16,0.00,0.0
2021-09-23,67,22,0.00,0.0
2021-09-24,68,25,0.00,0.0
2021-09-25,67,22,0.00,0.0
2021-09-26,72,24,0.00,0.0
2021-09-27,76,24,0.00,0.0
2021-09-28,76,32,0.00,0.0
2021-09-29,68,38,0.88,0.0
2021-09-30,49,31,0.02,0.0
2021-10-01,51,24,0.00,0.0
2021-10-02,59,24,0.00,0.0
2021-10-03,60,21,0.00,0.0
2021-10-04,63,21,0.00,0.0
2021-10-05,67,22,0.00,0.0
2021-10-06,70,26,0.00,0.0
2021-10-07,60,31,0.00,0.0
2021-10-08,62,32,0.00,0.0
2021-10-09,58,34,0.11,0.0
2021-10-10,46,29,0.04,0.0
2021-10-11,47,16,0.00,0.0
2021-10-12,54,23,0.00,0.0
2021-10-13,44,17,0.48,5.0
2021-10-14,31,21,0,0
2021-10-15,34,20,0.05,1.7
2021-10-16,33,14,0.00,0.0
2021-10-17,53,16,0.00,0.0
2021-10-18,61,20,0.00,0.0
2021-10-19,59,22,0,0.0
2021-10-20,41,18,0.00,0.0
2021-10-21,48,21,0.00,0.0
2021-10-22,55,21,0.00,0.0
2021-10-23,59,26,0.00,0.0
2021-10-24,52,27,0.01,0.3
2021-10-25,50,30,0.00,0.0
2021-10-26,67,31,0.00,0.0
2021-10-27,43,24,0.16,0.5
2021-10-28,36,26,0,0
2021-10-29,46,16,0.00,0.0
2021-10-30,58,24,0.00,0.0
2021-10-31,58,26,0.00,0.0
2021-11-01,55,30,0.20,0.3
2021-11-02,44,30,0.16,0
2021-11-03,42,30,0,0
2021-11-04,46,18,0.00,0.0
2021-11-05,53,26,0.00,0.0
2021-11-06,53,24,0.00,0.0
2021-11-07,58,24,0.00,0.0
2021-11-08,58,20,0,0.0
2021-11-09,50,22,0,0.0
2021-11-10,54,25,0.04,0.6
2021-11-11,36,19,0,0
2021-11-12,37,24,0.00,0.0
2021-11-13,41,26,0.00,0.0
2021-11-14,48,32,0.00,0.0
2021-11-15,50,34,0.00,0.0
2021-11-16,54,34,0.00,0.0
2021-11-17,47,6,0.04,0.5
2021-11-18,27,-3,0.00,0.0
2021-11-19,46,18,0.00,0.0
2021-11-20,45,24,0.01,0.2
2021-11-21,35,7,0,0
2021-11-22,39,15,0.00,0.0
2021-11-23,50,16,0.00,0.0
2021-11-24,47,17,0.00,0.0
2021-11-25,27,1,0.00,0.0
2021-11-26,37,12,0.00,0.0
2021-11-27,0,0,0,0
2021-11-28,0,0,0,0
